Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
231,Josh Donaldson,36,NYY,AL,115,471,411,50,91,26,0,13,52,2,2,49,127,0.221,0.312,0.38,0.692,97,156,10,7,0,4,1,5D/H,donaljo02
232,Brendan Donovan*,25,STL,NL,107,394,333,50,95,18,1,4,39,2,3,47,61,0.285,0.389,0.381,0.771,123,127,7,11,1,2,1,54973DH/6,donovbr01
233,Jeter Downs,23,BOS,AL,14,41,39,4,6,1,0,1,4,0,0,1,21,0.154,0.171,0.256,0.427,17,10,0,0,0,1,0,/45H6D,downsje01
234,Hunter Dozier,30,KCR,AL,116,453,417,45,98,24,3,10,36,4,3,32,111,0.235,0.294,0.379,0.672,89,158,14,3,0,1,0,39D5/7H1,doziehu01
235,Brandon Drury,29,TOT,NL,119,492,450,77,118,26,2,25,79,2,3,33,108,0.262,0.319,0.496,0.815,120,223,6,6,0,3,0,54D3/H69,drurybr01
236,Brandon Drury,29,CIN,NL,92,385,350,62,96,22,2,20,59,2,2,29,84,0.274,0.335,0.52,0.855,127,182,6,4,0,2,0,54D/3H69,drurybr01
237,Brandon Drury,29,SDP,NL,27,107,100,15,22,4,0,5,20,0,1,4,24,0.22,0.262,0.41,0.672,91,41,0,2,0,1,0,3D/45H,drurybr01
238,Mauricio Dubon,27,TOT,MLB,90,234,213,29,46,8,0,5,22,2,3,13,22,0.216,0.26,0.324,0.584,65,69,5,1,3,4,0,864H/759D,dubonma01
239,Mauricio Dubon,27,SFG,NL,21,49,46,10,11,1,0,2,8,0,0,1,4,0.239,0.245,0.391,0.636,75,18,0,0,0,2,0,8/H654D,dubonma01
240,Mauricio Dubon,27,HOU,AL,69,185,167,19,35,7,0,3,14,2,3,12,18,0.21,0.264,0.305,0.569,63,51,5,1,3,2,0,846/7H9,dubonma01
241,Tyler Duffey,31,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,duffety01
242,Matt Duffy,31,LAA,AL,59,187,175,8,43,6,0,1,10,0,0,11,39,0.246,0.294,0.297,0.591,69,52,4,1,0,0,0,543H,duffyma01
243,Steven Duggar*,28,TOT,MLB,29,80,72,7,11,3,1,0,4,5,1,7,41,0.153,0.225,0.222,0.447,28,16,0,0,0,1,0,87/H,duggast01
244,Steven Duggar*,28,TOT,AL,17,41,36,5,4,0,1,0,0,1,1,5,25,0.111,0.22,0.167,0.386,13,6,0,0,0,0,0,7/8H,duggast01
245,Steven Duggar*,28,SFG,NL,12,39,36,2,7,3,0,0,4,4,0,2,16,0.194,0.231,0.278,0.509,42,10,0,0,0,1,0,7-Aug,duggast01
246,Steven Duggar*,28,TEX,AL,8,19,17,2,3,0,0,0,0,1,1,2,12,0.176,0.263,0.176,0.44,30,3,0,0,0,0,0,/78H,duggast01
247,Steven Duggar*,28,LAA,AL,9,22,19,3,1,0,1,0,0,0,0,3,13,0.053,0.182,0.158,0.34,-2,3,0,0,0,0,0,/78,duggast01
248,Joe Dunand,26,MIA,NL,3,11,10,2,3,1,0,1,1,0,0,0,3,0.3,0.364,0.7,1.064,191,7,0,1,0,0,0,/45,dunanjo01
249,Ezequiel Duran,23,TEX,AL,58,220,208,25,49,10,1,5,25,4,1,12,54,0.236,0.277,0.365,0.643,83,76,3,0,0,0,0,5/4HD,duranez01
250,Jarren Duran*,25,BOS,AL,57,219,200,23,44,14,3,3,17,7,1,14,63,0.22,0.283,0.365,0.648,79,73,1,4,0,1,0,8/9HD,duranja01
251,Jhoan Duran,24,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,duranjh01
252,Adam Duvall,33,ATL,NL,86,315,287,39,61,16,1,12,36,0,2,21,101,0.213,0.276,0.401,0.677,85,115,2,5,0,2,0,879/H,duvalad01
253,Nate Eaton,25,KCR,AL,27,72,63,8,15,2,2,1,6,5,0,5,24,0.238,0.306,0.381,0.687,94,24,2,2,0,2,0,9/H785,eatonna01
254,Tommy Edman#,27,STL,NL,138,569,522,90,141,29,4,13,55,29,3,40,98,0.27,0.327,0.416,0.743,112,217,9,5,1,1,2,46/5H98,edmanto01
255,Drew Ellis,26,TOT,MLB,7,17,16,2,3,1,0,0,1,0,0,1,7,0.188,0.235,0.25,0.485,39,4,0,0,0,0,0,/5,ellisdr01
256,Drew Ellis,26,ARI,NL,6,14,13,2,2,1,0,0,1,0,0,1,6,0.154,0.214,0.231,0.445,27,3,0,0,0,0,0,/5,ellisdr01
257,Drew Ellis,26,SEA,AL,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,97,1,0,0,0,0,0,/5,ellisdr01
258,Jerar Encarnacion,24,MIA,NL,20,70,66,5,12,3,0,2,12,2,0,3,28,0.182,0.214,0.318,0.532,48,21,2,0,0,1,0,/97DH,encarje01
259,Adam Engel,30,CHW,AL,106,236,222,30,50,12,1,2,15,12,3,11,68,0.225,0.271,0.315,0.587,66,70,2,3,0,0,1,*98H/D7,engelad01
260,Alcides Escobar,35,WSN,NL,40,131,124,12,27,4,2,0,8,1,1,5,32,0.218,0.26,0.282,0.542,57,35,1,2,0,0,0,6/H41,escobal02
261,Eduardo Escobar#,33,NYM,NL,118,468,429,49,102,23,4,17,53,0,2,32,109,0.238,0.288,0.429,0.717,102,184,3,1,0,6,2,*5/DH4,escobed01
262,Santiago Espinal,27,TOR,AL,129,476,434,48,114,25,0,7,49,6,5,36,68,0.263,0.32,0.369,0.689,97,160,12,2,1,3,1,*4H65,espinsa01
263,Carlos Estevez,29,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,estevca01
264,Thairo Estrada,26,SFG,NL,123,476,431,62,114,20,2,13,55,18,5,28,80,0.265,0.322,0.411,0.733,105,177,9,11,1,5,0,467/H58,estrath01
265,Stuart Fairchild,26,TOT,MLB,29,58,51,6,10,1,0,4,4,0,2,4,23,0.196,0.293,0.451,0.744,100,23,1,3,0,0,0,78/H9,faircst01
266,Stuart Fairchild,26,TOT,NL,26,55,48,6,10,1,0,4,4,0,2,4,21,0.208,0.309,0.479,0.788,111,23,1,3,0,0,0,87/H9,faircst01
267,Stuart Fairchild,26,SEA,AL,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/7H,faircst01
268,Stuart Fairchild,26,SFG,NL,5,8,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0,/8,faircst01
269,Stuart Fairchild,26,CIN,NL,21,47,40,5,10,1,0,4,4,0,2,4,18,0.25,0.362,0.575,0.937,149,23,1,3,0,0,0,7/8H9,faircst01
270,Jeurys Familia,32,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,familje01
271,Jeurys Familia,32,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,familje01
272,Kyle Farmer,31,CIN,NL,124,498,449,53,119,23,1,10,65,4,3,29,84,0.265,0.327,0.388,0.714,93,174,16,14,2,4,0,65/DH3,farmeky01
273,Mario Feliciano,23,MIL,NL,2,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,91,1,0,0,0,0,0,/2,felicma01
274,Freddy Fermin,27,KCR,AL,3,7,7,1,0,0,0,0,0,0,1,0,3,0,0,0,0,-100,0,0,0,0,0,0,/2,fermifr01
275,David Fletcher,28,LAA,AL,52,197,185,18,49,9,1,2,15,1,0,7,14,0.265,0.303,0.357,0.659,87,66,5,3,2,0,0,46/H,fletcda02
276,Wilmer Flores,30,SFG,NL,134,529,464,66,108,26,1,18,65,0,0,50,91,0.233,0.318,0.409,0.727,103,190,7,10,0,5,1,435DH,florewi01
277,Estevan Florial*,24,NYY,AL,17,35,31,4,3,0,0,0,1,2,0,3,13,0.097,0.2,0.097,0.297,-11,3,0,1,0,0,0,8/HD7,flories01
278,Dylan Floro*,31,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,florody01
279,Mike Ford*,29,TOT,MLB,40,113,97,7,19,3,0,3,9,0,0,15,32,0.196,0.31,0.32,0.629,81,31,1,1,0,0,0,3D/H1,fordmi01
280,Mike Ford*,29,TOT,AL,34,101,86,7,18,3,0,3,7,0,0,14,30,0.209,0.327,0.349,0.676,95,30,1,1,0,0,0,3D/H,fordmi01
281,Mike Ford*,29,TOT,NL,6,12,11,0,1,0,0,0,2,0,0,1,2,0.091,0.167,0.091,0.258,-25,1,0,0,0,0,0,/DH31,fordmi01
282,Mike Ford*,29,SFG,NL,1,4,4,0,1,0,0,0,2,0,0,0,0,0.25,0.25,0.25,0.5,42,1,0,0,0,0,0,/3,fordmi01
283,Mike Ford*,29,SEA,AL,16,38,29,1,5,1,0,0,3,0,0,8,12,0.172,0.368,0.207,0.575,76,6,0,1,0,0,0,D/H3,fordmi01
284,Mike Ford*,29,ATL,NL,5,8,7,0,0,0,0,0,0,0,0,1,2,0,0.125,0,0.125,-61,0,0,0,0,0,0,/DH1,fordmi01
285,Mike Ford*,29,LAA,AL,18,63,57,6,13,2,0,3,4,0,0,6,18,0.228,0.302,0.421,0.723,102,24,1,0,0,0,0,3,fordmi01
286,Nick Fortes,25,MIA,NL,59,188,170,33,41,5,1,7,20,5,3,13,36,0.241,0.314,0.406,0.72,102,69,5,5,0,0,0,2DH/3,forteni01
287,Matt Foster,27,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,fostema01
288,Lucius Fox#,24,WSN,NL,10,28,25,2,2,0,0,0,2,1,0,1,9,0.08,0.115,0.08,0.195,-42,2,1,0,2,0,0,/65H,foxlu01
289,Jake Fraley*,27,CIN,NL,53,189,163,30,40,8,0,10,23,3,1,22,37,0.245,0.344,0.479,0.822,120,78,1,3,0,1,1,79H/D8,fraleja01
290,Ty France,27,SEA,AL,121,526,473,52,130,23,0,18,71,0,0,31,80,0.275,0.339,0.438,0.777,126,207,13,17,0,4,3,*3/DH4,francty01
291,Maikel Franco,29,WSN,NL,103,388,371,31,85,15,0,9,39,1,0,12,75,0.229,0.255,0.342,0.597,71,127,18,2,0,3,0,*5/3HD,francma02
292,Wander Franco#,21,TBR,AL,64,267,247,37,65,14,2,5,26,5,0,17,27,0.263,0.307,0.397,0.704,106,98,4,0,0,3,1,6/DH,francwa01
293,Adam Frazier*,30,SEA,AL,138,544,486,59,117,19,4,3,35,9,5,44,65,0.241,0.307,0.315,0.622,84,153,12,5,4,5,1,*497H/D68,fraziad01
294,Jackson Frazier,27,CHC,NL,19,45,37,4,8,3,0,0,1,1,0,7,11,0.216,0.356,0.297,0.653,86,11,1,1,0,0,0,/DH79,frazicl01
295,Freddie Freeman*,32,LAD,NL,141,629,550,104,181,45,2,20,91,11,2,67,91,0.329,0.402,0.527,0.929,153,290,5,5,0,7,10,*3,freemfr01
296,Tyler Freeman,23,CLE,AL,17,62,55,6,13,2,0,0,2,1,0,3,6,0.236,0.306,0.273,0.579,69,15,2,3,0,1,0,/564H,freemty01
297,TJ Friedl*,26,CIN,NL,54,196,174,29,45,7,5,6,22,6,0,11,31,0.259,0.311,0.46,0.771,106,80,3,5,0,6,0,897H/D,friedtj01
298,Michael Fulmer,29,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,fulmemi01
299,Michael Fulmer,29,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,fulmemi01
300,Cam Gallagher,29,KCR,AL,18,47,42,1,9,5,0,0,5,0,0,3,13,0.214,0.267,0.333,0.6,69,14,0,0,2,0,0,2,gallaca01
301,Joey Gallo*,28,TOT,MLB,111,363,311,43,51,7,2,17,39,2,0,49,143,0.164,0.284,0.363,0.647,82,113,0,3,0,0,0,*79/HD8,gallojo01
302,Joey Gallo*,28,NYY,AL,82,273,233,32,37,4,1,12,24,2,0,40,106,0.159,0.282,0.339,0.621,77,79,0,0,0,0,0,79/H8D,gallojo01
303,Joey Gallo*,28,LAD,NL,29,90,78,11,14,3,1,5,15,0,0,9,37,0.179,0.289,0.436,0.725,95,34,0,3,0,0,0,7/9DH,gallojo01
304,Ben Gamel*,30,PIT,NL,102,381,338,39,80,19,2,8,42,5,1,39,85,0.237,0.32,0.376,0.696,95,127,3,3,0,1,1,79D/H38,gamelbe01
305,Adolis García,29,TEX,AL,137,581,538,79,136,29,4,25,92,24,3,35,161,0.253,0.301,0.461,0.762,115,248,6,4,0,4,1,*98D/H,garciad02
306,Aramis Garcia,29,CIN,NL,46,113,106,6,23,2,0,1,4,0,1,3,34,0.217,0.252,0.264,0.516,41,28,4,2,2,0,0,2/3DH,garciar01
307,Avisail Garcia,31,MIA,NL,93,359,339,29,78,8,0,7,31,4,0,14,102,0.23,0.267,0.316,0.583,64,107,12,4,0,2,0,9D/H,garciav01
308,Dermis Garcia,24,OAK,AL,20,59,52,8,15,4,0,3,12,0,0,6,25,0.288,0.373,0.538,0.911,163,28,0,1,0,0,0,3/HD,garcide02
309,Leury Garcia#,31,CHW,AL,95,314,299,38,63,8,0,3,20,2,0,7,65,0.211,0.234,0.268,0.502,42,80,6,3,2,3,0,469H/75D8,garcile02
310,Luis Garcia*,22,WSN,NL,74,300,290,23,84,18,2,6,36,2,4,5,64,0.29,0.301,0.428,0.729,108,124,4,1,1,3,0,64/H,garcilu04
311,Maikel Garcia,22,KCR,AL,9,23,22,1,7,1,0,0,2,0,0,1,5,0.318,0.348,0.364,0.711,103,8,1,0,0,0,0,/6H,garcima01
312,Rico Garcia,28,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,garciri01
313,Kyle Garlick,30,MIN,AL,64,156,144,23,34,3,0,9,18,0,0,8,45,0.236,0.288,0.444,0.733,109,64,2,3,0,1,0,79H/D,garliky01
314,Dustin Garneau,34,DET,AL,8,11,10,1,3,1,0,0,1,0,0,1,4,0.3,0.364,0.4,0.764,123,4,0,0,0,0,0,/2H,garnedu01
315,Stone Garrett,26,ARI,NL,13,48,42,9,16,4,0,3,7,3,0,3,10,0.381,0.422,0.69,1.113,209,29,1,0,0,0,0,/7DH,garrest01
316,Mitch Garver,31,TEX,AL,54,215,188,23,39,7,0,10,24,1,1,23,53,0.207,0.298,0.404,0.702,99,76,3,2,0,2,0,D2/H,garvemi01
317,Lucas Gilbreath*,26,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gilbrlu01
318,Andres Gimenez*,23,CLE,AL,127,479,423,54,125,23,2,16,62,18,3,30,94,0.296,0.366,0.473,0.839,140,200,6,19,4,3,2,*46/H,gimenan01
319,Mychal Givens,32,TOT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,givenmy01
320,Mychal Givens,32,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,givenmy01
321,Jose Godoy*,27,TOT,MLB,7,12,10,2,0,0,0,0,1,0,0,2,3,0,0.167,0,0.167,-47,0,0,0,0,0,0,/2,godoyjo01
322,Jose Godoy*,27,MIN,AL,2,5,3,2,0,0,0,0,0,0,0,2,2,0,0.4,0,0.4,30,0,0,0,0,0,0,/2,godoyjo01
323,Jose Godoy*,27,PIT,NL,5,7,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/2,godoyjo01
324,Paul Goldschmidt,34,STL,NL,134,585,503,101,162,36,0,35,109,6,0,73,121,0.322,0.41,0.602,1.012,186,303,6,4,0,3,1,*3D/H,goldspa01
325,Yan Gomes,34,CHC,NL,74,251,235,20,55,8,0,7,23,2,0,8,35,0.234,0.264,0.357,0.621,72,84,13,3,1,4,0,2/DH,gomesya01
326,Erik Gonzalez,30,MIA,NL,16,41,37,4,7,1,0,0,3,1,0,4,12,0.189,0.268,0.216,0.485,40,8,1,0,0,0,0,/6543,gonzaer01
327,Luis Gonzalez*,26,SFG,NL,92,329,291,30,73,16,2,4,35,10,2,29,65,0.251,0.322,0.361,0.683,92,105,5,4,0,5,1,97/H81D,gonzalu03
328,Marwin Gonzalez#,33,NYY,AL,73,175,155,17,30,7,0,5,14,3,0,12,44,0.194,0.267,0.335,0.603,71,52,7,4,3,1,0,697H5/34D1,gonzama01
329,Oscar Gonzalez,24,CLE,AL,69,284,268,25,78,24,0,8,34,1,1,12,59,0.291,0.327,0.47,0.798,127,126,6,3,0,1,2,9/DH,gonzaos01
330,Romy Gonzalez,25,CHW,AL,18,70,67,12,20,3,0,2,10,0,1,2,22,0.299,0.314,0.433,0.747,110,29,2,0,0,1,0,Apr-67,gonzaro01
331,Niko Goodrum#,30,HOU,AL,15,45,43,2,5,2,0,0,1,1,0,2,23,0.116,0.156,0.163,0.318,-8,7,0,0,0,0,0,4/3DH,goodrni01
332,Nick Gordon*,26,MIN,AL,116,363,335,36,93,24,4,6,36,6,4,17,88,0.278,0.322,0.427,0.749,115,143,6,6,3,2,0,7846H/1D,gordoni01
333,Terrance Gore,31,NYM,NL,3,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/7DH,gorete01
334,Nolan Gorman*,22,STL,NL,87,306,278,44,64,13,0,14,35,1,0,26,100,0.23,0.301,0.428,0.729,107,119,2,2,0,0,0,4DH/7,gormano01
335,Phil Gosselin,33,TOT,MLB,34,77,74,6,11,0,1,0,2,0,0,2,24,0.149,0.182,0.176,0.357,2,13,1,1,0,0,0,54/H3D19,gosseph01
336,Phil Gosselin,33,ATL,NL,12,24,23,4,6,0,0,0,0,0,0,1,6,0.261,0.292,0.261,0.553,56,6,0,0,0,0,0,4/H9,gosseph01
337,Phil Gosselin,33,LAA,AL,22,53,51,2,5,0,1,0,2,0,0,1,18,0.098,0.132,0.137,0.269,-23,7,1,1,0,0,0,5/H3D1,gosseph01
338,Yasmani Grandal#,33,CHW,AL,84,325,281,13,57,6,0,4,25,1,0,40,67,0.203,0.305,0.267,0.572,65,75,8,2,0,2,1,2D/3H,grandya01
339,Kendall Graveman,31,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,graveke01
340,Riley Greene*,21,DET,AL,74,333,303,39,78,13,4,5,31,1,4,27,98,0.257,0.321,0.376,0.698,103,114,8,2,0,1,0,8,greenri03
341,Didi Gregorius*,32,PHI,NL,63,232,214,17,45,9,4,1,19,1,0,13,36,0.21,0.263,0.304,0.567,59,65,0,3,0,2,0,6/H,gregodi01
342,Grayson Greiner,29,ARI,NL,2,8,6,0,1,0,0,0,0,0,0,2,3,0.167,0.375,0.167,0.542,62,1,0,0,0,0,0,/2,greingr01
343,Randal Grichuk,30,COL,NL,124,477,447,55,120,21,2,15,64,4,0,22,113,0.268,0.31,0.425,0.735,94,190,10,6,0,2,0,*98/HD1,grichra01
344,Justin Grimm,33,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,grimmju01
345,Trent Grisham*,25,SDP,NL,135,490,418,55,80,15,2,17,52,6,0,57,129,0.191,0.296,0.359,0.655,89,150,3,6,7,2,1,*8H,grishtr01
346,Vaughn Grissom,21,ATL,NL,30,118,110,21,34,5,0,5,16,5,1,7,24,0.309,0.356,0.491,0.847,132,54,0,1,0,0,1,4,grissva01
347,Jordan Groshans,22,MIA,NL,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/5,groshjo01
348,Robbie Grossman#,32,TOT,MLB,116,432,371,37,76,16,1,6,41,6,1,52,118,0.205,0.31,0.302,0.612,78,112,3,6,0,3,0,*79H/D,grossro01
349,Robbie Grossman#,32,DET,AL,83,320,273,24,56,13,1,2,23,3,1,38,90,0.205,0.313,0.282,0.595,75,77,2,6,0,3,0,79/HD,grossro01
350,Robbie Grossman#,32,ATL,NL,33,112,98,13,20,3,0,4,18,3,0,14,28,0.204,0.304,0.357,0.661,83,35,1,0,0,0,0,97/H,grossro01
351,Vladimir Guerrero Jr.,23,TOR,AL,141,621,561,80,156,33,0,27,82,7,3,51,100,0.278,0.343,0.481,0.824,133,270,23,6,0,3,6,*3D/H5,guerrvl02
352,Luis Guillorme*,27,NYM,NL,87,292,261,31,74,11,1,2,14,1,0,29,39,0.284,0.355,0.356,0.711,105,93,12,0,2,0,1,456/HD,guilllu01
353,Lourdes Gurriel Jr.,28,TOR,AL,121,493,453,52,132,32,1,5,52,3,4,31,83,0.291,0.343,0.4,0.743,112,181,11,6,0,2,1,*7D/3H,gurrilo01
354,Yuli Gurriel,38,HOU,AL,129,518,481,49,118,36,0,8,46,8,0,28,64,0.245,0.293,0.37,0.663,89,178,13,6,0,3,0,*3/HD,gourryu01
355,Dalton Guthrie,26,PHI,NL,3,6,6,0,2,0,0,0,2,0,0,0,2,0.333,0.333,0.333,0.667,89,2,0,0,0,0,0,/9,guthrda01
356,Kelvin Gutierrez,27,BAL,AL,12,33,28,2,4,1,0,0,3,1,0,4,8,0.143,0.25,0.179,0.429,25,5,1,0,0,0,0,5/HD,gutieke01
357,Ronald Guzman*,27,NYY,AL,3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,1,0,0,0,0,/3,guzmaro01
358,Eric Haase,29,DET,AL,97,305,281,35,72,16,1,12,40,0,0,20,87,0.256,0.305,0.448,0.753,116,126,8,1,0,3,0,2HD7,haaseer01
359,Jake Hager,29,ARI,NL,28,59,50,4,12,2,0,0,3,0,0,8,17,0.24,0.345,0.28,0.625,81,14,0,0,1,0,0,4/561DH,hagerja01
360,Sam Haggerty#,28,SEA,AL,68,154,139,26,40,8,1,5,17,11,1,10,41,0.288,0.346,0.468,0.814,137,65,2,3,1,1,2,97H/D84,haggesa01
361,Darick Hall*,26,PHI,NL,37,135,129,19,34,8,1,9,16,0,0,5,40,0.264,0.296,0.55,0.847,131,71,3,1,0,0,0,D/3H1,hallda02
362,Billy Hamilton#,31,TOT,MLB,27,18,16,10,1,0,0,0,0,7,1,1,8,0.063,0.118,0.063,0.18,-47,1,0,0,1,0,0,H/78D45,hamilbi02
363,Billy Hamilton#,31,MIA,NL,20,15,13,9,1,0,0,0,0,7,0,1,8,0.077,0.143,0.077,0.22,-35,1,0,0,1,0,0,H/78D45,hamilbi02
364,Billy Hamilton#,31,MIN,AL,7,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-100,0,0,0,0,0,0,/H7D,hamilbi02
365,Caleb Hamilton,27,MIN,AL,10,8,7,1,0,0,0,0,0,0,0,0,6,0,0,0,0,-100,0,0,0,1,0,0,/2H3D,hamilca01
366,Garrett Hampson,27,COL,NL,80,210,183,27,39,6,3,2,14,10,2,21,53,0.213,0.295,0.311,0.606,63,57,3,1,3,2,0,86H/54D,hampsga01
367,Mitch Haniger,31,SEA,AL,41,177,163,19,38,6,0,7,23,0,0,12,43,0.233,0.288,0.399,0.687,99,65,4,1,0,1,1,9D,hanigmi01
368,Ian Happ#,27,CHC,NL,138,564,503,66,137,38,2,17,66,8,4,52,134,0.272,0.346,0.457,0.803,123,230,10,6,0,3,4,*7D/H8,happia01
369,Bryce Harper*,29,PHI,NL,79,339,296,56,91,25,1,16,55,9,4,36,67,0.307,0.383,0.561,0.944,161,166,11,3,0,4,6,D/9H,harpebr03
370,Michael Harris*,21,ATL,NL,95,363,342,66,107,25,2,18,57,16,1,16,88,0.313,0.353,0.556,0.908,147,190,6,5,0,0,0,*8,harrimi04
371,Josh Harrison,34,CHW,AL,105,376,341,44,86,16,2,6,24,1,1,20,62,0.252,0.316,0.364,0.679,92,124,8,12,2,1,0,45/HD176,harrijo05
372,Monte Harrison,26,LAA,AL,9,14,11,5,2,0,0,1,3,1,0,2,8,0.182,0.357,0.455,0.812,129,5,1,1,0,0,0,/78H,harrimo01
373,Adam Haseley*,26,CHW,AL,14,25,21,4,5,0,0,0,2,0,0,3,7,0.238,0.333,0.238,0.571,67,5,0,0,1,0,0,/H978D,haselad01
374,Ke'Bryan Hayes,25,PIT,NL,119,495,447,49,110,21,3,7,37,17,5,44,109,0.246,0.317,0.353,0.671,89,158,9,3,0,1,0,*5/H6D,hayeske01
375,Austin Hays,26,BAL,AL,126,512,472,59,118,31,1,15,55,2,4,28,103,0.25,0.305,0.415,0.72,102,196,9,10,0,2,0,*79/8DH,haysau01
376,Austin Hedges,29,CLE,AL,89,289,252,25,47,4,0,7,28,2,0,21,65,0.187,0.263,0.286,0.549,59,72,7,6,8,2,0,2,hedgeau01
377,Jonah Heim#,27,TEX,AL,112,407,363,47,83,20,1,13,44,2,0,41,78,0.229,0.307,0.397,0.704,101,144,9,1,0,2,0,*2H/D,heimjo01
378,Tyler Heineman#,31,TOT,MLB,56,156,143,13,32,8,0,0,9,1,0,6,16,0.224,0.275,0.28,0.554,57,40,3,4,3,0,0,2/HD,heinety01
379,Tyler Heineman#,31,TOR,AL,10,16,15,2,4,2,0,0,1,0,0,0,4,0.267,0.267,0.4,0.667,88,6,1,0,1,0,0,/2DH,heinety01
380,Tyler Heineman#,31,PIT,NL,46,140,128,11,28,6,0,0,8,1,0,6,12,0.219,0.275,0.266,0.541,54,34,2,4,2,0,0,2/H,heinety01
381,Gunnar Henderson*,21,BAL,AL,13,50,46,4,14,4,0,1,5,1,1,4,11,0.304,0.36,0.457,0.817,130,21,0,0,0,0,0,/54D6H,hendegu01
382,Liam Hendriks,33,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hendrli01
383,Ryan Hendrix,27,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,hendrry01
384,Payton Henry,25,MIA,NL,15,35,28,2,4,0,0,0,4,0,0,5,8,0.143,0.314,0.143,0.457,36,4,0,2,0,0,0,2/H,henrypa01
385,David Hensley,26,HOU,AL,6,19,17,3,6,2,0,0,2,0,0,2,5,0.353,0.421,0.471,0.892,155,8,2,0,0,0,0,/D5H6,henslda01
386,Guillermo Heredia,31,ATL,NL,65,77,71,10,9,2,1,3,6,0,0,6,31,0.127,0.195,0.31,0.505,37,22,1,0,0,0,0,79H/8D,heredgu01
387,Michael Hermosillo,27,CHC,NL,21,42,34,2,3,1,0,0,2,0,0,4,18,0.088,0.244,0.118,0.362,6,4,0,3,1,0,0,8/H97,hermomi01
388,Carlos Hernandez,25,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hernaca04
389,Cesar Hernandez#,32,WSN,NL,134,573,519,63,130,27,4,1,33,9,4,42,104,0.25,0.314,0.324,0.638,86,168,9,7,3,2,0,*4/57H,hernace02
390,Elier Hernandez,27,TEX,AL,14,35,33,4,6,2,0,0,3,0,0,1,15,0.182,0.2,0.242,0.442,27,8,1,0,0,1,0,/7DH39,hernael02
391,Enrique Hernandez,30,BOS,AL,74,329,297,38,66,21,0,6,38,0,1,26,61,0.222,0.286,0.354,0.639,77,105,9,2,0,4,0,8/64H,hernaen02
392,Teoscar Hernandez,29,TOR,AL,113,460,428,55,112,28,1,20,66,6,3,30,136,0.262,0.313,0.472,0.785,121,202,14,2,0,0,0,*9/D7H,hernate01
393,Yadiel Hernández*,34,WSN,NL,94,327,305,30,82,16,0,9,41,2,1,19,74,0.269,0.312,0.41,0.722,107,125,9,1,0,2,0,7DH/9,hernaya01
